CompanyName,Year,Sales,OperatingProfit,NetIncome,OperatingActivitiesCashFlow,InvestmentActivitiesCashFlow,FinancialActivitiesCashFlow,AccountsReceivable,AccountsReceivableTurnover,AccountsReceivableTurnoverDays,CostofGoodsSold,Inventory,InventoryTurnover,InventoryTurnoverDays,InventoryTotalAssets,TotalBorrowings,FinancialCosts,TotalLiabilities,TotalCapital,DebtRatio,Bankruptcy
대동기어,2013,117973432561 ,369143622 ,74706682 ,-2522826991 ,-10810430610 ,13089877007 ,35287483833 ,3.34 ,109.18 ,111809750526 ,19679102830 ,5.68 ,64.24 ,133982114907 ,47149435220 ,1319531162 ,83373749620 ,133982114907 ,0.62 ,0
대동기어,2014,127512681866 ,250027420 ,141005913 ,7503529479 ,-6554420220 ,-1130341761 ,40925308571 ,3.12 ,117.15 ,121484004736 ,21075311213 ,5.76 ,63.32 ,144518750166 ,47970100897 ,1698859776 ,94124233895 ,144518750166 ,0.65 ,0
대동기어,2015,114853907489 ,257333694 ,887150553 ,10035072000 ,-11048497342 ,741099037 ,35669804797 ,3.22 ,113.36 ,108048689238 ,25455532550 ,4.24 ,85.99 ,166562280308 ,50637314485 ,1659072685 ,102613622577 ,166562280308 ,0.62 ,0
대동기어,2016,92871383941 ,-2964734449 ,-3068229935 ,-1259757886 ,-5751194615 ,7050621333 ,27122453333 ,3.42 ,106.60 ,90031524593 ,27840894348 ,3.23 ,112.87 ,164578540752 ,59918344998 ,1993563989 ,104745371823 ,164578540752 ,0.64 ,0
대동기어,2017,113492983351 ,2996656335 ,71532290 ,10871640603 ,-7109133469 ,5544938756 ,35149110173 ,3.23 ,113.04 ,105187487157 ,27185151090 ,3.87 ,94.33 ,183471564648 ,67817883543 ,2154948692 ,123142393445 ,183471564648 ,0.67 ,0
대동스틸,2013,130618848978 ,2219268664 ,574976852 ,15538301873 ,-3649933404 ,-10686810299 ,27457581938 ,4.76 ,76.73 ,124829903113 ,16750639943 ,7.45 ,48.98 ,77810868192 ,9593868584 ,891265122 ,18924421843 ,77810868192 ,0.24 ,0
대동스틸,2014,109642438322 ,862035368 ,428332644 ,-5364157799 ,-2430742774 ,8657326736 ,30555050126 ,3.59 ,101.72 ,105453080362 ,23889395162 ,4.41 ,82.69 ,89155072119 ,18921102377 ,1267194077 ,32110338119 ,89155072119 ,0.36 ,0
대륙제관,2013,201134598701 ,9032894033 ,2037233897 ,12150271656 ,-4611322179 ,535287202 ,50328883801 ,4.00 ,91.33 ,180419769793 ,16477310918 ,10.95 ,33.33 ,129035329711 ,34708090311 ,1565187112 ,67711027055 ,129035329711 ,0.52 ,0
대륙제관,2014,205331306410 ,9796518768 ,8307077247 ,10610126018 ,-6054418131 ,-3724106219 ,48413755644 ,4.24 ,86.06 ,182424088411 ,19105807440 ,9.55 ,38.23 ,130949113924 ,33032315678 ,1451043976 ,62398999772 ,130949113924 ,0.48 ,0
대륙제관,2015,205100796114 ,16752673171 ,12876888256 ,24932737238 ,-10299895760 ,-9010232104 ,39226145858 ,5.23 ,69.81 ,175339608020 ,22615389705 ,7.75 ,47.08 ,136219643089 ,25957080243 ,989591574 ,56235769714 ,136219643089 ,0.41 ,0
대륙제관,2016,186222141401 ,18966295867 ,14509604839 ,23017606336 ,-14683421067 ,-3532180745 ,35549018349 ,5.24 ,69.68 ,154536077045 ,25610806887 ,6.03 ,60.49 ,148458348061 ,24545546345 ,906897290 ,55201982458 ,148458348061 ,0.37 ,0
대륙제관,2017,197112543381 ,12996724709 ,9617356547 ,15672019643 ,-10413762213 ,-10331891259 ,42694264054 ,4.62 ,79.06 ,171125438107 ,26453415061 ,6.47 ,56.42 ,154374507346 ,16643864000 ,858535293 ,54319380714 ,154374507346 ,0.35 ,0
대림비앤코,2013,115385689742 ,5553783973 ,1645170497 ,6835339389 ,-5564481316 ,2917790417 ,43441302915 ,2.66 ,137.42 ,94306014302 ,15759999686 ,5.98 ,61.00 ,242844825641 ,48890000000 ,3106231905 ,102689746728 ,242844825641 ,0.42 ,0
대림비앤코,2014,141868408520 ,13418280935 ,1953548615 ,8373527489 ,-13489802523 ,1413374840 ,46464407096 ,3.05 ,119.54 ,110818356390 ,20592614068 ,5.38 ,67.83 ,251956049641 ,35722659840 ,2865241137 ,111804189065 ,251956049641 ,0.44 ,0
대림비앤코,2015,171601003280 ,17112390914 ,8218584368 ,7781872590 ,-2605254177 ,-5440488793 ,52352885064 ,3.28 ,111.36 ,132108292228 ,33065306487 ,4.00 ,91.36 ,264094737093 ,29558893927 ,1883914832 ,118114141790 ,264094737093 ,0.45 ,0
대림제지,2013,61342988827 ,3149698787 ,7123618288 ,992156550 ,477009172 ,-2897900000 ,10927689071 ,5.61 ,65.02 ,53827185066 ,3387796700 ,15.89 ,22.97 ,104616684974 ,4373600000 ,96249113 ,16768780632 ,104616684974 ,0.16 ,0
대림제지,2014,57374783714 ,4020382884 ,6463014561 ,7118168615 ,-1139965008 ,-1171750000 ,9001734271 ,6.37 ,57.27 ,48887135474 ,3041646900 ,16.07 ,22.71 ,109820851564 ,1919700000 ,49854513 ,15856817122 ,109820851564 ,0.14 ,0
대림제지,2015,54737678477 ,-1647591454 ,-11847230686 ,1723982359 ,-3806374858 ,-104600000 ,9756015647 ,5.61 ,65.05 ,52457816660 ,2511109400 ,20.89 ,17.47 ,104376612722 ,3832900000 ,37198747 ,22747722277 ,104376612722 ,0.22 ,0
대림제지,2016,67430955207 ,7191287063 ,16986235836 ,3684411798 ,-6035193715 ,4398600000 ,13387845489 ,5.04 ,72.47 ,56010091802 ,1941859105 ,28.84 ,12.65 ,121643714886 ,6658450000 ,30239271 ,23079327201 ,121643714886 ,0.19 ,0
대림제지,2017,90533322203 ,4504267678 ,-453981489 ,4012703634 ,-35136424677 ,32698908224 ,19059169673 ,4.75 ,76.84 ,80630873879 ,3579677033 ,22.52 ,16.20 ,203465140498 ,41160634096 ,410252383 ,76845853257 ,203465140498 ,0.38 ,0
대림통상,2016,158197467901 ,6139497466 ,1616797487 ,11938785018 ,-2746666700 ,-5796157740 ,854412877 ,185.15 ,1.97 ,132357204140 ,31167830486 ,4.25 ,85.95 ,227459706671 ,62500000000 ,4291632329 ,97473491981 ,227459706671 ,0.43 ,0
대림통상,2017,183331403791 ,2207939351 ,-3828691545 ,2315320084 ,16787753103 ,-15639842424 ,546065443 ,335.73 ,1.09 ,155880155002 ,35446867832 ,4.40 ,83.00 ,225994754420 ,48339600986 ,6011514468 ,102464321241 ,225994754420 ,0.45 ,0
대봉엘에스,2015,53413684429 ,6058290364 ,5378942279 ,5752846523 ,-2875639350 ,-154328950 ,18596294018 ,2.87 ,127.08 ,41841887308 ,9924452899 ,4.22 ,86.57 ,54946324185 ,944000000 ,14358714 ,6798207253 ,54946324185 ,0.12 ,0
대성미생물,2016,30801318691 ,4946738256 ,4494824849 ,3521009489 ,-4717435039 ,-953200005 ,4045223261 ,7.61 ,47.94 ,20582690187 ,6465095132 ,3.18 ,114.65 ,35607494375 ,800000000 ,105526211 ,6595965808 ,35607494375 ,0.19 ,0
대성미생물,2017,24043374255 ,1993793837 ,1557554002 ,1680635720 ,88581306 ,-602599996 ,2910245026 ,8.26 ,44.18 ,16815820687 ,6786335169 ,2.48 ,147.30 ,34782458784 ,800000000 ,526551056 ,4485960684 ,34782458784 ,0.13 ,0
대성산업,2013,1113553728453 ,-175119889031 ,-292421593215 ,-218870620631 ,276159885991 ,-157072847849 ,65682252171 ,16.95 ,21.53 ,987916485496 ,32373088933 ,30.52 ,11.96 ,2230762599115 ,1523342877770 ,95589634808 ,1783249859891 ,2230762599115 ,0.80 ,0
대성산업,2014,972158754041 ,-9219282943 ,-416790227250 ,-24552307093 ,39620893407 ,-34217697989 ,54795389942 ,17.74 ,20.57 ,861877267049 ,22881259822 ,37.67 ,9.69 ,1832916575912 ,1487562369432 ,94385901063 ,1817116805014 ,1832916575912 ,0.99 ,0
대성산업,2015,801103057075 ,-36138049048 ,-122081922166 ,-36475278968 ,579979511095 ,-581172625565 ,27420754934 ,29.22 ,12.49 ,695477491929 ,21452421293 ,32.42 ,11.26 ,1021683482770 ,657297630042 ,75957292200 ,899238833511 ,1021683482770 ,0.88 ,0
대성에너지,2013,1019467171712 ,12736886958 ,12482522226 ,38403316486 ,-8429388456 ,-3532400000 ,199495240720 ,5.11 ,71.43 ,919719719351 ,860240079 ,1069.14 ,0.34 ,652990815508 ,38970971243 ,4441370987 ,378657198443 ,652990815508 ,0.58 ,0
대성에너지,2014,1066912238771 ,13663464465 ,12680828170 ,42176375533 ,-30260908411 ,-9969670000 ,217958434833 ,4.90 ,74.57 ,963820242975 ,1466574327 ,657.19 ,0.56 ,683836034331 ,36597179955 ,4020142871 ,405071501176 ,683836034331 ,0.59 ,0
대성에너지,2015,875355096786 ,15255102750 ,13726684253 ,35193489315 ,-54115914648 ,228380000 ,155811155849 ,5.62 ,64.97 ,766546159641 ,2100116475 ,365.00 ,1.00 ,627437222936 ,44165407216 ,3109323832 ,342248935506 ,627437222936 ,0.55 ,0
대성엘텍,2013,309012176965 ,1806166822 ,-35871457036 ,8844710546 ,-8946010746 ,41646404 ,19426129244 ,15.91 ,22.95 ,294953812445 ,17417675398 ,16.93 ,21.55 ,97046615625 ,21810042121 ,7888923905 ,74196365213 ,97046615625 ,0.76 ,0
대성엘텍,2014,387258042533 ,8719786564 ,2976769832 ,13268575237 ,-7559911343 ,-4504547743 ,19357334112 ,20.01 ,18.24 ,367090730253 ,19324859461 ,19.00 ,19.21 ,102289764352 ,18854262476 ,6759809106 ,77030591432 ,102289764352 ,0.75 ,0
대성엘텍,2015,346123893800 ,5825963906 ,1866788560 ,10402139171 ,-8371307407 ,-3221333973 ,22957723349 ,15.08 ,24.21 ,328301084702 ,22486300723 ,14.60 ,25.00 ,108342998338 ,20243818876 ,5752606390 ,81413010905 ,108342998338 ,0.75 ,0
대성엘텍,2016,352277389611 ,5408484886 ,2743430684 ,10337319331 ,-6948146711 ,-2148702465 ,25815120129 ,13.65 ,26.75 ,334726067485 ,18822167441 ,17.78 ,20.52 ,107847173670 ,19156937982 ,5836629744 ,58896269169 ,107847173670 ,0.55 ,0
대성엘텍,2017,344500546577 ,2186232772 ,-6306892739 ,11115827778 ,-4238672743 ,-6309901035 ,21826844271 ,15.78 ,23.13 ,330635453001 ,17955160320 ,18.41 ,19.82 ,100641653059 ,20855999095 ,3923355485 ,56507680006 ,100641653059 ,0.56 ,0
대성파인텍,2013,33645038044 ,4696634865 ,3143780697 ,4660169961 ,1055149627 ,-848212490 ,11084303742 ,3.04 ,120.25 ,26809805513 ,3747283444 ,7.15 ,51.02 ,40041668368 ,4865080000 ,115766980 ,11730978914 ,40041668368 ,0.29 ,0
대성파인텍,2014,37798289306 ,4101048423 ,3402289394 ,2537854072 ,-3538406578 ,-1346058459 ,11527293902 ,3.28 ,111.31 ,31392610295 ,6300814910 ,4.98 ,73.26 ,50606127322 ,10962506496 ,175930579 ,18960168286 ,50606127322 ,0.37 ,0
대성파인텍,2015,43155230390 ,5496823963 ,4184380109 ,4861454276 ,-2562121762 ,1503091190 ,13542566624 ,3.19 ,114.54 ,34309506982 ,6499433672 ,5.28 ,69.14 ,57513809964 ,9388449156 ,255069756 ,21386086426 ,57513809964 ,0.37 ,0
대성파인텍,2016,46924145069 ,5031929980 ,4100455227 ,6016378513 ,-7902928198 ,5518399364 ,13737066463 ,3.42 ,106.85 ,38391227905 ,5272193717 ,7.28 ,50.12 ,66424594628 ,14819100000 ,574286731 ,24585832664 ,66424594628 ,0.37 ,0
대성파인텍,2017,42539088475 ,3392847142 ,2282260056 ,5667108260 ,-19674856477 ,11644026089 ,12892174450 ,3.30 ,110.62 ,33915101022 ,6293455279 ,5.39 ,67.73 ,86421685602 ,27988440000 ,752295534 ,37491535332 ,86421685602 ,0.43 ,0
대성홀딩스,2013,12324703042 ,12166666217 ,12192257109 ,9564326861 ,1846300654 ,30617554500 ,3616277815 ,3.41 ,107.10 ,38746178575 ,1877887039 ,20.63 ,17.69 ,412864835257 ,17189811703 ,5905053624 ,171691364971 ,412864835257 ,0.42 ,0
대성홀딩스,2014,7241254958 ,7144101923 ,3534112769 ,3342922734 ,3854250371 ,-4643830814 ,2920371374 ,2.48 ,147.20 ,26015498840 ,1254734014 ,20.73 ,17.60 ,412230887709 ,16714436389 ,5679697489 ,171699434757 ,412230887709 ,0.42 ,0
대성홀딩스,2015,7401894028 ,5613124606 ,2336091299 ,5263403858 ,-37800862637 ,-4977444500 ,2404674837 ,3.08 ,118.58 ,22805875562 ,1743207637 ,13.08 ,27.90 ,406438880524 ,14312235000 ,4894341797 ,167883456166 ,406438880524 ,0.41 ,0
대양금속,2013,113651899418 ,-4107540018 ,-10008188024 ,7046168819 ,5351525156 ,-9329192365 ,19932799551 ,5.70 ,64.02 ,112222994861 ,26273252596 ,4.27 ,85.45 ,101489299032 ,10878734398 ,7115261979 ,81730046737 ,101489299032 ,0.81 ,0
대양금속,2014,122339494605 ,-10506718498 ,-18097261580 ,-8685986194 ,-2149450768 ,7254678707 ,26821681624 ,4.56 ,80.02 ,123790309929 ,28441865090 ,4.35 ,83.86 ,104908934121 ,15079501544 ,6227659254 ,99646362615 ,104908934121 ,0.95 ,0
대양금속,2015,121554021245 ,-6828254941 ,-17855154960 ,-9114929313 ,-1696181673 ,13715402147 ,24232047358 ,5.02 ,72.76 ,121914803134 ,25792894883 ,4.73 ,77.22 ,98535737975 ,30037677032 ,8499476730 ,86404787182 ,98535737975 ,0.88 ,0
대양금속,2016,146247516956 ,9842030564 ,4633575773 ,7861893132 ,-579360398 ,-7993701858 ,25463004130 ,5.74 ,63.55 ,129695740387 ,31523322434 ,4.11 ,88.72 ,100099258530 ,25050032127 ,7366934930 ,83574410686 ,100099258530 ,0.83 ,0
대양금속,2017,172877204515 ,12949438457 ,9876011196 ,22984516361 ,-1105404495 ,-17102404170 ,20298106071 ,8.52 ,42.86 ,152880460749 ,30324449726 ,5.04 ,72.40 ,95910307978 ,10865127859 ,4793685886 ,69916963820 ,95910307978 ,0.73 ,0
대양제지,2013,119470906871 ,3039012911 ,1870598580 ,7784241288 ,-12455719239 ,4734370328 ,13782470436 ,8.67 ,42.11 ,110708641246 ,4331609430 ,25.56 ,14.28 ,149359513839 ,46479209213 ,1808891194 ,67745056112 ,149359513839 ,0.45 ,0
대양제지,2014,110444035805 ,7726516624 ,5815477456 ,12524527856 ,-504709521 ,-11945636464 ,11021440845 ,10.02 ,36.42 ,97232175619 ,4689039005 ,20.74 ,17.60 ,142447179794 ,33299438536 ,1616512322 ,55844745036 ,142447179794 ,0.39 ,0
대양제지,2015,107757449517 ,-2735680879 ,-14534414167 ,2684052399 ,-3979632676 ,1243302132 ,10395011079 ,10.37 ,35.21 ,104680147440 ,2530901198 ,41.36 ,8.82 ,138178828917 ,35256403872 ,1168345370 ,66822596046 ,138178828917 ,0.48 ,0
대양제지,2016,122454389502 ,7765672140 ,4355230105 ,1098172887 ,241563397 ,1287945076 ,17245187437 ,7.10 ,51.40 ,108083980462 ,4115750496 ,26.26 ,13.90 ,145579975264 ,36472541744 ,1071763755 ,70089690920 ,145579975264 ,0.48 ,0
대양제지,2017,168407132136 ,8697384118 ,6049014405 ,1636345468 ,-2038975812 ,-1780279521 ,19990616157 ,8.42 ,43.33 ,153346096464 ,4262660459 ,35.97 ,10.15 ,144476872249 ,35658542093 ,1238627701 ,63530402800 ,144476872249 ,0.44 ,0
대영포장,2013,223635578444 ,8627472090 ,6670870716 ,13151267264 ,-8741682487 ,-4161815122 ,37470470243 ,5.97 ,61.16 ,193409287367 ,12076079595 ,16.02 ,22.79 ,204157019167 ,46531231135 ,2349073340 ,84179492410 ,204157019167 ,0.41 ,0
대영포장,2014,246574728184 ,11340257012 ,6044478069 ,19177198479 ,-9648066752 ,-10018906097 ,36570462820 ,6.74 ,54.13 ,210704632209 ,9574906343 ,22.01 ,16.59 ,201109312316 ,36512325038 ,1923013736 ,75481056350 ,201109312316 ,0.38 ,0
대영포장,2015,244205122113 ,8360710266 ,-7023126795 ,13041442614 ,-15436503508 ,2321883418 ,37798459331 ,6.46 ,56.50 ,210133125241 ,11020067510 ,19.07 ,19.14 ,210805562854 ,42544211730 ,2791656001 ,86044062272 ,210805562854 ,0.41 ,0
대영포장,2016,262774276230 ,6732164086 ,10718164348 ,7163829530 ,3629978122 ,-9970942398 ,44523922468 ,5.90 ,61.84 ,231644024256 ,13340738302 ,17.36 ,21.02 ,209726030079 ,28546604066 ,919226332 ,71601282849 ,209726030079 ,0.34 ,0
대영포장,2017,306278183783 ,-2746290773 ,-2965667988 ,1741607935 ,-2313708716 ,1816034724 ,48501709212 ,6.31 ,57.80 ,285405173556 ,14060740452 ,20.30 ,17.98 ,207669261491 ,35561405968 ,767366962 ,78422276087 ,207669261491 ,0.38 ,0
대우부품,2013,20673836154 ,-620102668 ,-1972162138 ,-1636911220 ,-3368192616 ,5544490883 ,6635865473 ,3.12 ,117.16 ,17498604375 ,2583092784 ,6.77 ,53.88 ,41087010253 ,8000000000 ,1027459902 ,25713864929 ,41087010253 ,0.63 ,0
대우부품,2014,28091569513 ,1387577987 ,27666987 ,1846830122 ,-3706513215 ,2526778097 ,7796910894 ,3.60 ,101.31 ,21601133536 ,3896453623 ,5.54 ,65.84 ,53575823057 ,8000000000 ,1246590526 ,29775364232 ,53575823057 ,0.56 ,0
대우부품,2015,46262774976 ,2705961534 ,1559329976 ,4644913886 ,-5200940389 ,1887844014 ,9814609380 ,4.71 ,77.43 ,37581855021 ,6362468169 ,5.91 ,61.79 ,62069502033 ,12900000000 ,1115592127 ,33161355572 ,62069502033 ,0.53 ,0
대우부품,2016,50327048213 ,2253737292 ,2235062497 ,4964053093 ,-1530754967 ,-2079453776 ,10294649996 ,4.89 ,74.66 ,41292626198 ,5997012287 ,6.89 ,53.01 ,63506271547 ,4450000000 ,795894248 ,28312548921 ,63506271547 ,0.45 ,0
대우부품,2017,56268225730 ,3310751166 ,3019847178 ,5079563854 ,-4663514840 ,-2676099514 ,11811730194 ,4.76 ,76.62 ,44728962892 ,6119608349 ,7.31 ,49.94 ,65634731614 ,3237500000 ,492092751 ,27438443257 ,65634731614 ,0.42 ,0
대웅제약,2016,794009800581 ,35389174241 ,32974250663 ,13710904112 ,-143849637396 ,152238125154 ,163495061683 ,4.86 ,75.16 ,464768049177 ,140581638565 ,3.31 ,110.40 ,1015246926534 ,5370599208 ,9929631522 ,497586842045 ,1015246926534 ,0.49 ,0
대웅제약,2017,866755276521 ,44634789536 ,36724783247 ,63297189973 ,-58297252919 ,-18033911678 ,159317901305 ,5.44 ,67.09 ,508619107370 ,162303594504 ,3.13 ,116.47 ,1053517341114 ,3390172221 ,14038127765 ,506177466198 ,1053517341114 ,0.48 ,0
대원전선,2013,475383398741 ,5787387371 ,1900865560 ,21805997567 ,-17132478914 ,-4618181230 ,117221745702 ,4.06 ,90.00 ,458655690016 ,24972991632 ,18.37 ,19.87 ,203285938767 ,50071682936 ,4082793981 ,130764342174 ,203285938767 ,0.64 ,0
대원전선,2014,404801357216 ,1996320454 ,306412180 ,-3821309921 ,5692876380 ,-1805239648 ,106138769405 ,3.81 ,95.70 ,394278063448 ,30290028118 ,13.02 ,28.04 ,190529702895 ,51237943288 ,2651005466 ,117840501449 ,190529702895 ,0.62 ,0
대원전선,2015,431517021663 ,5551762456 ,1671502550 ,12950392110 ,-9355779576 ,-3540243855 ,105074709072 ,4.11 ,88.88 ,417994662003 ,18815163258 ,22.22 ,16.43 ,185891404928 ,44754199433 ,2200206289 ,111578218560 ,185891404928 ,0.60 ,0
대원전선,2016,410938730275 ,3969013267 ,2524403173 ,4795504007 ,8600584489 ,-13325464013 ,120005339885 ,3.42 ,106.59 ,399559944756 ,18908738363 ,21.13 ,17.27 ,197142947379 ,34428735420 ,2125240664 ,116837626865 ,197142947379 ,0.59 ,0
대원전선,2017,495564298124 ,-2684608806 ,652889625 ,-10340018554 ,11050479610 ,-117969986 ,126487367453 ,3.92 ,93.16 ,487542232922 ,30594255655 ,15.94 ,22.90 ,220738569910 ,34310765434 ,1447048033 ,140165160635 ,220738569910 ,0.63 ,0
대원제약,2013,19099568691 ,16039395345 ,12414428289 ,12518297775 ,-17220651314 ,-819652507 ,32707787361 ,0.58 ,625.06 ,72047492513 ,23233482532 ,3.10 ,117.70 ,158910504752 ,3000000000 ,218819378 ,36064895657 ,158910504752 ,0.23 ,0
대원제약,2014,16264604443 ,18330028878 ,15894642611 ,17974787717 ,-13932089708 ,-1273736931 ,31968637533 ,0.51 ,717.42 ,80083600940 ,31291720049 ,2.56 ,142.62 ,179736715324 ,3000000000 ,149838442 ,45333993608 ,179736715324 ,0.25 ,0
대원제약,2017,263359981870 ,26443058983 ,8129691115 ,5122116296 ,-20827713058 ,5287758858 ,48195765161 ,5.46 ,66.80 ,112331036982 ,36187161232 ,3.10 ,117.58 ,224159317272 ,10000000000 ,150641090 ,58360202865 ,224159317272 ,0.26 ,0
대원화성,2016,121765035479 ,9218082887 ,5929100526 ,6228121346 ,-270923753 ,18962463 ,49458682113 ,2.46 ,148.26 ,98476281531 ,12911108468 ,7.63 ,47.85 ,123454638285 ,29597083858 ,840018451 ,55604091200 ,123454638285 ,0.45 ,0
대원화성,2017,113536053041 ,5053543470 ,-884553683 ,4168240629 ,-1488793039 ,-6402878056 ,43636504457 ,2.60 ,140.28 ,94058994345 ,11119212678 ,8.46 ,43.15 ,111169869572 ,22507378000 ,767165168 ,44051885551 ,111169869572 ,0.40 ,0
대유신소재,2013,330007626689 ,2014020085 ,747756306 ,43600601400 ,-17022878872 ,-25427863018 ,44726029474 ,7.38 ,49.47 ,314893845661 ,18255799946 ,17.25 ,21.16 ,238456058542 ,34568012343 ,3503903487 ,140563049674 ,238456058542 ,0.59 ,0
대유신소재,2014,336624995454 ,-671411525 ,-1533233837 ,4703652372 ,-28534259642 ,22268659337 ,22809786479 ,14.76 ,24.73 ,320800751760 ,6839822468 ,46.90 ,7.78 ,162211535152 ,19400465245 ,2365319789 ,60574836387 ,162211535152 ,0.37 ,0
대유신소재,2015,182014611458 ,1827774167 ,448405240 ,3400151031 ,-9907807117 ,6412134337 ,17816356100 ,10.22 ,35.73 ,171644384419 ,9346152921 ,18.37 ,19.87 ,177370555306 ,24204229582 ,1323341416 ,71843363189 ,177370555306 ,0.41 ,0
대유에이텍,2013,477929276038 ,10252470440 ,5424476758 ,13343450082 ,-16418742369 ,16253857151 ,89700619856 ,5.33 ,68.51 ,447235887182 ,4188376109 ,106.78 ,3.42 ,336455369845 ,109656670147 ,5851022579 ,245904130446 ,336455369845 ,0.73 ,0
대유에이텍,2014,563652492518 ,6341894263 ,1445390402 ,-6330406414 ,-51070731967 ,36672585646 ,96750310217 ,5.83 ,62.65 ,532580401546 ,4924881523 ,108.14 ,3.38 ,377532159559 ,157118000754 ,8954332920 ,282517909265 ,377532159559 ,0.75 ,0
대유에이텍,2015,439531681956 ,12357162207 ,2154064492 ,40045712836 ,-47759507594 ,3396254631 ,33568324192 ,13.09 ,27.88 ,400771253798 ,879793448 ,455.53 ,0.80 ,326469774465 ,81233048587 ,8355415966 ,211612625902 ,326469774465 ,0.65 ,0
대정화금,2016,60942764632 ,8418247253 ,7523771317 ,7432678776 ,-6368276185 ,-1512181750 ,231380327 ,263.39 ,1.39 ,45400822487 ,8239164995 ,5.51 ,66.24 ,112213890885 ,200000000 ,426194086 ,26088492764 ,112213890885 ,0.23 ,0
대주산업,2013,87794967717 ,2057350556 ,1256319353 ,7224965048 ,-512996804 ,-3449980568 ,14146937607 ,6.21 ,58.81 ,74484468920 ,7889349911 ,9.44 ,38.66 ,81359759010 ,17322359596 ,888440565 ,35572660134 ,81359759010 ,0.44 ,0
대주산업,2014,77628402595 ,2620487760 ,1522078212 ,4913136188 ,-380213880 ,-5359099524 ,13230904361 ,5.87 ,62.21 ,63629927267 ,8705762031 ,7.31 ,49.94 ,79896237322 ,13772441077 ,521548242 ,32883651892 ,79896237322 ,0.41 ,0
대주산업,2015,84355639679 ,2839900818 ,1426930029 ,1440000007 ,-1792527379 ,-323204717 ,11899939956 ,7.09 ,51.49 ,68003571784 ,10394314852 ,6.54 ,55.79 ,79359484842 ,11512637834 ,363447357 ,31441657621 ,79359484842 ,0.40 ,0
대주산업,2016,85050935643 ,3385668835 ,2009875637 ,7340615360 ,-735361602 ,-7304353860 ,11175834397 ,7.61 ,47.96 ,66594726811 ,9858407206 ,6.76 ,54.03 ,76965808578 ,7120378267 ,301913420 ,28327765424 ,76965808578 ,0.37 ,0
대주산업,2017,85513866435 ,3745694439 ,2857218489 ,2952296347 ,-7247234557 ,6518355606 ,10090627088 ,8.47 ,43.07 ,66863230755 ,9744289112 ,6.86 ,53.19 ,84580952644 ,12085348302 ,304583124 ,33787624211 ,84580952644 ,0.40 ,0
대진디엠피,2016,54150205136 ,5012564099 ,2691799422 ,10578539171 ,-1294751889 ,1058694372 ,15064145262 ,3.59 ,101.54 ,42455699212 ,7886933874 ,5.38 ,67.81 ,99992557626 ,5084034381 ,392632576 ,11990156427 ,99992557626 ,0.12 ,0
대창,2013,731584710959 ,-263180133 ,-12080808970 ,-16868581125 ,-23369550950 ,37852026230 ,133202176744 ,5.49 ,66.46 ,703417745242 ,138347021766 ,5.08 ,71.79 ,491396483392 ,250475684271 ,28835832631 ,317055415832 ,491396483392 ,0.65 ,0
대창,2014,759271053747 ,14452964132 ,-124897048 ,16754436780 ,-1687190943 ,-15260812751 ,125654822538 ,6.04 ,60.41 ,718202442649 ,166721119410 ,4.31 ,84.73 ,502738710558 ,244390877471 ,31463148657 ,332946039651 ,502738710558 ,0.66 ,0
대창,2015,590375055356 ,-16062382223 ,-49500125026 ,80847211255 ,-23238151557 ,-25710885801 ,107374911333 ,5.50 ,66.38 ,580005000021 ,69976970626 ,8.29 ,44.04 ,419858894241 ,239883235056 ,22603895121 ,275143959033 ,419858894241 ,0.66 ,0
대창,2016,371558720770 ,11969936954 ,1531417379 ,43806167540 ,-15746685163 ,-60988560977 ,59484140535 ,6.25 ,58.43 ,341609366850 ,85114488008 ,4.01 ,90.94 ,362199211614 ,179605067711 ,17065818448 ,216376180452 ,362199211614 ,0.60 ,0
대창,2017,442632336794 ,22161704055 ,5500582084 ,-14228724868 ,360382757 ,19063648849 ,80729090503 ,5.48 ,66.57 ,400900937424 ,94388842008 ,4.25 ,85.94 ,388455904940 ,194460406514 ,13418670563 ,235714445694 ,388455904940 ,0.61 ,0
대창단조,2013,212547374646 ,22230175042 ,17681912093 ,24718459374 ,-24015299935 ,-5194297544 ,22536999386 ,9.43 ,38.70 ,184873758943 ,16069889183 ,11.50 ,31.73 ,125423622423 ,3034679431 ,1067070088 ,21343251774 ,125423622423 ,0.17 ,0
